Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
7;24/05/2006;19h30;Quarta-feira;Juventude;Santa Cruz;Juventude;Alfredo Jaconi;4;1;RS;PE;RS
7;24/05/2006;21h45;Quarta-feira;São Caetano;Athlético-PR;São Caetano;Anacleto Campanella;2;1;SP;PR;SP
7;24/05/2006;20h30;Quarta-feira;São Paulo;Palmeiras;São Paulo;Morumbi;4;1;SP;SP;SP
7;25/05/2006;20h30;Quinta-feira;Botafogo-RJ;Vasco;Botafogo-RJ;Maracanã;4;1;RJ;RJ;RJ
7;25/05/2006;20h30;Quinta-feira;Grêmio;Goiás;Grêmio;Olímpico Monumental;2;0;RS;GO;RS
7;25/05/2006;20h30;Quinta-feira;Corinthians;Internacional;Internacional;Morumbi;0;1;SP;RS;RS
8;27/05/2006;18h10;Sábado;Figueirense;Fortaleza;-;Orlando Scarpelli;0;0;SC;CE;-
8;27/05/2006;18h10;Sábado;Athlético-PR;Juventude;Athlético-PR;Kyocera Arena;1;0;PR;RS;PR
8;27/05/2006;18h10;Sábado;Ponte Preta;Paraná;Paraná;Moisés Lucarelli;2;5;SP;PR;PR
8;28/05/2006;16h00;Domingo;Santa Cruz;Botafogo-RJ;-;Arruda;1;1;PE;RJ;-
8;28/05/2006;16h00;Domingo;Internacional;Cruzeiro;-;Beira Rio;1;1;RS;MG;-
8;28/05/2006;18h10;Domingo;Vasco;São Paulo;-;São Januário;1;1;RJ;SP;-
8;28/05/2006;16h30;Domingo;Fluminense;Flamengo;Fluminense;Maracanã;1;0;RJ;RJ;RJ
8;28/05/2006;18h10;Domingo;Goiás;São Caetano;Goiás;Serra Dourada;2;1;GO;SP;GO
8;28/05/2006;18h10;Domingo;Palmeiras;Grêmio;Grêmio;Parque Antártica;0;1;SP;RS;RS
8;28/05/2006;16h00;Domingo;Santos;Corinthians;Santos;Vila Belmiro;2;0;SP;SP;SP
9;31/05/2006;19h30;Quarta-feira;Cruzeiro;Athlético-PR;-;Mineirão;1;1;MG;PR;-
9;31/05/2006;20h30;Quarta-feira;São Caetano;Internacional;-;Anacleto Campanella;1;1;SP;RS;-
9;31/05/2006;19h30;Quarta-feira;Fortaleza;Vasco;-;Castelão;1;1;CE;RJ;-
9;31/05/2006;21h45;Quarta-feira;Flamengo;Palmeiras;Flamengo;Maracanã;2;1;RJ;SP;RJ
9;31/05/2006;21h45;Quarta-feira;Grêmio;Santos;Grêmio;Olímpico Monumental;1;0;RS;SP;RS
9;31/05/2006;19h30;Quarta-feira;Juventude;Ponte Preta;Ponte Preta;Alfredo Jaconi;0;1;RS;SP;SP
9;31/05/2006;21h45;Quarta-feira;São Paulo;Fluminense;São Paulo;Morumbi;1;0;SP;RJ;SP
9;01/06/2006;20h30;Quinta-feira;Botafogo-RJ;Figueirense;Figueirense;Maracanã;2;3;RJ;SC;SC
9;01/06/2006;20h30;Quinta-feira;Corinthians;Goiás;Goiás;Morumbi;0;1;SP;GO;GO
9;01/06/2006;20h30;Quinta-feira;Paraná;Santa Cruz;Paraná;Pinheirão;3;0;PR;PE;PR
10;03/06/2006;18h10;Sábado;Grêmio;São Caetano;-;Olímpico Monumental;1;1;RS;SP;-
10;03/06/2006;16h00;Sábado;Fortaleza;Cruzeiro;Cruzeiro;Castelão;0;2;CE;MG;MG
10;03/06/2006;16h00;Sábado;Fluminense;Internacional;Internacional;Maracanã;2;3;RJ;RS;RS
10;04/06/2006;18h10;Domingo;Santos;Botafogo-RJ;-;Vila Belmiro;0;0;SP;RJ;-
10;04/06/2006;18h10;Domingo;Juventude;São Paulo;-;Alfredo Jaconi;1;1;RS;SP;-
10;04/06/2006;16h00;Domingo;Athlético-PR;Palmeiras;Athlético-PR;Kyocera Arena;2;0;PR;SP;PR
10;04/06/2006;16h00;Domingo;Corinthians;Flamengo;Flamengo;Morumbi;0;2;SP;RJ;RJ
10;04/06/2006;18h10;Domingo;Goiás;Paraná;Paraná;Serra Dourada;1;2;GO;PR;PR
10;04/06/2006;16h00;Domingo;Ponte Preta;Figueirense;Ponte Preta;Moisés Lucarelli;3;0;SP;SC;SP
10;04/06/2006;16h00;Domingo;Vasco;Santa Cruz;Vasco;São Januário;2;1;RJ;PE;RJ
11;12/07/2006;21h45;Quarta-feira;São Caetano;Botafogo-RJ;-;Anacleto Campanella;1;1;SP;RJ;-
11;12/07/2006;19h30;Quarta-feira;Athlético-PR;Fortaleza;-;Kyocera Arena;0;0;PR;CE;-
11;12/07/2006;21h45;Quarta-feira;Cruzeiro;Corinthians;Cruzeiro;Mineirão;2;0;MG;SP;MG
11;12/07/2006;21h45;Quarta-feira;Figueirense;Santos;Figueirense;Orlando Scarpelli;2;1;SC;SP;SC
11;12/07/2006;19h30;Quarta-feira;Fluminense;Juventude;Fluminense;Raulino de Oliveira;3;2;RJ;RS;RJ
11;12/07/2006;19h30;Quarta-feira;Internacional;Ponte Preta;Internacional;Beira Rio;2;0;RS;SP;RS
11;12/07/2006;20h30;Quarta-feira;São Paulo;Grêmio;São Paulo;Morumbi;2;1;SP;RS;SP
11;13/07/2006;20h30;Quinta-feira;Palmeiras;Vasco;Palmeiras;Parque Antártica;4;2;SP;RJ;SP
11;13/07/2006;20h30;Quinta-feira;Flamengo;Paraná;Paraná;Raulino de Oliveira;1;4;RJ;PR;PR
11;13/07/2006;20h30;Quinta-feira;Santa Cruz;Goiás;Santa Cruz;Arruda;2;1;PE;GO;PE
12;15/07/2006;16h00;Sábado;Botafogo-RJ;Ponte Preta;Botafogo-RJ;Raulino de Oliveira;4;1;RJ;SP;RJ
12;15/07/2006;18h10;Sábado;São Paulo;Figueirense;São Paulo;Morumbi;2;1;SP;SC;SP
12;16/07/2006;16h00;Domingo;Grêmio;Fluminense;-;Olímpico Monumental;4;4;RS;RJ;-
12;16/07/2006;16h00;Domingo;Cruzeiro;Goiás;-;Mineirão;0;0;MG;GO;-
12;16/07/2006;18h10;Domingo;Juventude;Internacional;Juventude;Alfredo Jaconi;2;0;RS;RS;RS
12;16/07/2006;16h00;Domingo;Palmeiras;Corinthians;Palmeiras;Morumbi;1;0;SP;SP;SP
12;16/07/2006;18h10;Domingo;Paraná;Athlético-PR;Paraná;Pinheirão;2;1;PR;PR;PR
12;16/07/2006;18h10;Domingo;Fortaleza;Santa Cruz;Santa Cruz;Castelão;1;4;CE;PE;PE
12;16/07/2006;16h00;Domingo;São Caetano;Santos;São Caetano;Anacleto Campanella;2;0;SP;SP;SP
12;16/07/2006;18h10;Domingo;Flamengo;Vasco;Vasco;Maracanã;0;1;RJ;RJ;RJ
13;22/07/2006;18h10;Sábado;Corinthians;Fortaleza;-;Morumbi;2;2;SP;CE;-
13;22/07/2006;18h10;Sábado;Fluminense;São Caetano;-;Maracanã;2;2;RJ;SP;-
13;22/07/2006;16h00;Sábado;Figueirense;Grêmio;Figueirense;Orlando Scarpelli;2;0;SC;RS;SC
13;22/07/2006;16h00;Sábado;Paraná;Cruzeiro;Paraná;Pinheirão;1;0;PR;MG;PR
13;23/07/2006;18h10;Domingo;Internacional;Botafogo-RJ;-;Beira Rio;0;0;RS;RJ;-
13;23/07/2006;18h10;Domingo;Goiás;Palmeiras;Palmeiras;Serra Dourada;1;3;GO;SP;SP
13;23/07/2006;16h00;Domingo;Santa Cruz;Flamengo;Santa Cruz;Arruda;3;0;PE;RJ;PE
13;23/07/2006;18h10;Domingo;Santos;Juventude;Santos;Vila Belmiro;3;2;SP;RS;SP
13;23/07/2006;16h00;Domingo;Ponte Preta;São Paulo;São Paulo;Moisés Lucarelli;1;3;SP;SP;SP
13;23/07/2006;16h00;Domingo;Vasco;Athlético-PR;Vasco;São Januário;2;1;RJ;PR;RJ
14;29/07/2006;18h10;Sábado;São Caetano;Ponte Preta;-;Anacleto Campanella;1;1;SP;SP;-
14;29/07/2006;16h00;Sábado;Juventude;Figueirense;Juventude;Alfredo Jaconi;1;0;RS;SC;RS
14;29/07/2006;18h10;Sábado;Palmeiras;Paraná;Palmeiras;Parque Antártica;4;2;SP;PR;SP
14;30/07/2006;18h10;Domingo;Fluminense;Botafogo-RJ;-;Maracanã;1;1;RJ;RJ;-
14;30/07/2006;18h10;Domingo;Goiás;Fortaleza;-;Serra Dourada;1;1;GO;CE;-
14;30/07/2006;18h10;Domingo;Internacional;Grêmio;-;Beira Rio;0;0;RS;RS;-
14;30/07/2006;16h00;Domingo;Athlético-PR;Flamengo;Athlético-PR;Kyocera Arena;1;0;PR;RJ;PR
14;30/07/2006;16h00;Domingo;Santa Cruz;Corinthians;Santa Cruz;Arruda;1;0;PE;SP;PE
14;30/07/2006;16h00;Domingo;São Paulo;Santos;Santos;Morumbi;0;4;SP;SP;SP
14;30/07/2006;16h00;Domingo;Vasco;Cruzeiro;Vasco;São Januário;1;0;RJ;MG;RJ
15;05/08/2006;16h00;Sábado;Figueirense;São Caetano;-;Orlando Scarpelli;1;1;SC;SP;-
15;05/08/2006;18h10;Sábado;Corinthians;Athlético-PR;Corinthians;Pacaembu;2;1;SP;PR;SP
15;05/08/2006;18h10;Sábado;Flamengo;Goiás;Flamengo;Maracanã;1;0;RJ;GO;RJ
15;05/08/2006;16h00;Sábado;Grêmio;Juventude;Grêmio;Olímpico Monumental;1;0;RS;RS;RS
15;06/08/2006;18h10;Domingo;Fortaleza;Palmeiras;-;Presidente Vargas;0;0;CE;SP;-
15;06/08/2006;18h10;Domingo;Cruzeiro;Santa Cruz;-;Mineirão;3;3;MG;PE;-
15;06/08/2006;16h00;Domingo;Botafogo-RJ;São Paulo;-;Raulino de Oliveira;1;1;RJ;SP;-
15;06/08/2006;16h00;Domingo;Paraná;Vasco;Paraná;Pinheirão;2;1;PR;RJ;PR
15;06/08/2006;18h10;Domingo;Ponte Preta;Fluminense;Ponte Preta;Moisés Lucarelli;3;0;SP;RJ;SP
15;06/08/2006;16h00;Domingo;Santos;Internacional;Santos;Vila Belmiro;2;1;SP;RS;SP
16;12/08/2006;18h10;Sábado;Flamengo;Ponte Preta;-;Maracanã;0;0;RJ;SP;-
16;12/08/2006;16h00;Sábado;Juventude;Vasco;-;Alfredo Jaconi;0;0;RS;RJ;-
16;12/08/2006;18h10;Sábado;Corinthians;Figueirense;Figueirense;Pacaembu;1;3;SP;SC;SC
16;12/08/2006;16h00;Sábado;São Caetano;Santa Cruz;São Caetano;Anacleto Campanella;2;0;SP;PE;SP
16;13/08/2006;18h10;Domingo;Paraná;Santos;-;Pinheirão;1;1;PR;SP;-
16;13/08/2006;16h00;Domingo;Cruzeiro;Fluminense;Fluminense;Mineirão;2;3;MG;RJ;RJ
16;13/08/2006;16h00;Domingo;Grêmio;Athlético-PR;Grêmio;Centenário;2;0;RS;PR;RS
16;13/08/2006;18h10;Domingo;Fortaleza;Internacional;Internacional;Presidente Vargas;1;2;CE;RS;RS
16;13/08/2006;16h00;Domingo;Botafogo-RJ;Palmeiras;Palmeiras;Maracanã;1;3;RJ;SP;SP
16;13/08/2006;18h10;Domingo;São Paulo;Goiás;São Paulo;Morumbi;2;1;SP;GO;SP
17;16/08/2006;20h30;Quarta-feira;Goiás;Botafogo-RJ;-;Serra Dourada;2;2;GO;RJ;-
17;16/08/2006;22h00;Quarta-feira;Figueirense;Flamengo;-;Orlando Scarpelli;1;1;SC;RJ;-
17;16/08/2006;22h00;Quarta-feira;Fluminense;Corinthians;Corinthians;Maracanã;1;2;RJ;SP;SP
17;16/08/2006;19h30;Quarta-feira;Ponte Preta;Fortaleza;Fortaleza;Moisés Lucarelli;1;3;SP;CE;CE
17;16/08/2006;19h30;Quarta-feira;Santa Cruz;Grêmio;Grêmio;Arruda;2;4;PE;RS;RS
17;16/08/2006;19h30;Quarta-feira;Vasco;São Caetano;São Caetano;São Januário;1;2;RJ;SP;SP
17;17/08/2006;20h30;Quinta-feira;Palmeiras;Juventude;-;Parque Antártica;1;1;SP;RS;-
17;17/08/2006;20h30;Quinta-feira;Santos;Cruzeiro;Santos;Vila Belmiro;2;0;SP;MG;SP
18;19/08/2006;18h10;Sábado;Flamengo;Grêmio;Flamengo;Maracanã;1;0;RJ;RS;RJ
18;19/08/2006;16h00;Sábado;Ponte Preta;Goiás;Ponte Preta;Moisés Lucarelli;3;2;SP;GO;SP
18;20/08/2006;18h10;Domingo;Figueirense;Athlético-PR;-;Orlando Scarpelli;3;3;SC;PR;-
18;20/08/2006;18h10;Domingo;Internacional;Palmeiras;-;Beira Rio;1;1;RS;SP;-
18;20/08/2006;16h00;Domingo;Fluminense;Santa Cruz;-;Maracanã;1;1;RJ;PE;-
18;20/08/2006;16h00;Domingo;Cruzeiro;São Paulo;-;Mineirão;2;2;MG;SP;-
18;20/08/2006;18h10;Domingo;Corinthians;Botafogo-RJ;Corinthians;Pacaembu;1;0;SP;RJ;SP
18;20/08/2006;16h00;Domingo;Fortaleza;Juventude;Fortaleza;Presidente Vargas;4;1;CE;RS;CE
18;20/08/2006;18h10;Domingo;Paraná;São Caetano;Paraná;Pinheirão;1;0;PR;SP;PR
18;20/08/2006;16h00;Domingo;Santos;Vasco;Vasco;Vila Belmiro;0;2;SP;RJ;RJ
19;23/08/2006;22h00;Quarta-feira;Juventude;Corinthians;-;Alfredo Jaconi;0;0;RS;SP;-
19;23/08/2006;22h00;Quarta-feira;São Caetano;Flamengo;-;Anacleto Campanella;2;2;SP;RJ;-
19;23/08/2006;19h30;Quarta-feira;Goiás;Internacional;-;Serra Dourada;2;2;GO;RS;-
19;23/08/2006;22h00;Quarta-feira;Santa Cruz;Santos;-;Arruda;1;1;PE;SP;-
19;23/08/2006;19h30;Quarta-feira;Athlético-PR;Ponte Preta;Athlético-PR;Kyocera Arena;3;0;PR;SP;PR
19;23/08/2006;20h30;Quarta-feira;Botafogo-RJ;Cruzeiro;Botafogo-RJ;Maracanã;1;0;RJ;MG;RJ
19;23/08/2006;19h30;Quarta-feira;Palmeiras;Fluminense;Palmeiras;Parque Antártica;3;0;SP;RJ;SP
19;24/08/2006;20h30;Quinta-feira;Grêmio;Fortaleza;Grêmio;Centenário;4;1;RS;CE;RS
19;24/08/2006;20h30;Quinta-feira;São Paulo;Paraná;São Paulo;Morumbi;3;2;SP;PR;SP
19;24/08/2006;20h30;Quinta-feira;Vasco;Figueirense;Vasco;São Januário;3;1;RJ;SC;RJ
20;26/08/2006;16h00;Sábado;Fluminense;Athlético-PR;Athlético-PR;Maracanã;1;2;RJ;PR;PR
20;26/08/2006;18h10;Sábado;Cruzeiro;São Caetano;Cruzeiro;Independência;3;0;MG;SP;MG
20;26/08/2006;18h10;Sábado;Santos;Goiás;Santos;Vila Belmiro;2;1;SP;GO;SP
20;27/08/2006;18h10;Domingo;Ponte Preta;Palmeiras;-;Moisés Lucarelli;1;1;SP;SP;-
20;27/08/2006;16h00;Domingo;Flamengo;São Paulo;-;Maracanã;1;1;RJ;SP;-
20;27/08/2006;18h10;Domingo;Fortaleza;Botafogo-RJ;Botafogo-RJ;Castelão;2;3;CE;RJ;RJ
20;27/08/2006;18h10;Domingo;Figueirense;Santa Cruz;Figueirense;Orlando Scarpelli;2;0;SC;PE;SC
20;27/08/2006;16h00;Domingo;Corinthians;Grêmio;Grêmio;Pacaembu;0;2;SP;RS;RS
20;27/08/2006;16h00;Domingo;Paraná;Juventude;Juventude;Pinheirão;0;1;PR;RS;RS
20;27/08/2006;16h00;Domingo;Internacional;Vasco;Vasco;Beira Rio;1;2;RS;RJ;RJ
21;30/08/2006;20h30;Quarta-feira;Palmeiras;Figueirense;-;Parque Antártica;1;1;SP;SC;-
21;30/08/2006;22h00;Quarta-feira;Athlético-PR;Santos;Athlético-PR;Kyocera Arena;2;1;PR;SP;PR
21;30/08/2006;22h00;Quarta-feira;São Caetano;Corinthians;Corinthians;Anacleto Campanella;0;1;SP;SP;SP
21;30/08/2006;19h30;Quarta-feira;Goiás;Fluminense;Goiás;Serra Dourada;3;1;GO;RJ;GO
21;30/08/2006;19h30;Quarta-feira;Grêmio;Cruzeiro;Grêmio;Centenário;2;1;RS;MG;RS
21;30/08/2006;19h30;Quarta-feira;Santa Cruz;Internacional;Internacional;Arruda;0;2;PE;RS;RS
21;30/08/2006;22h00;Quarta-feira;Juventude;Flamengo;Juventude;Alfredo Jaconi;1;0;RS;RJ;RS
21;31/08/2006;20h30;Quinta-feira;São Paulo;Fortaleza;-;Morumbi;1;1;SP;CE;-
21;31/08/2006;20h30;Quinta-feira;Vasco;Ponte Preta;-;São Januário;2;2;RJ;SP;-
21;31/08/2006;20h30;Quinta-feira;Botafogo-RJ;Paraná;Botafogo-RJ;Maracanã;4;0;RJ;PR;RJ
22;02/09/2006;16h00;Sábado;Cruzeiro;Figueirense;-;Mineirão;2;2;MG;SC;-
22;02/09/2006;18h10;Sábado;Flamengo;Internacional;Internacional;Maracanã;1;2;RJ;RS;RS
22;03/09/2006;16h00;Domingo;São Caetano;Fortaleza;-;Anacleto Campanella;0;0;SP;CE;-
22;03/09/2006;18h10;Domingo;Fluminense;Vasco;-;Maracanã;1;1;RJ;RJ;-
22;03/09/2006;16h00;Domingo;Athlético-PR;Botafogo-RJ;Botafogo-RJ;Kyocera Arena;0;5;PR;RJ;RJ
22;03/09/2006;18h10;Domingo;Corinthians;Ponte Preta;Corinthians;Pacaembu;1;0;SP;SP;SP
22;03/09/2006;16h00;Domingo;Goiás;Juventude;Goiás;Serra Dourada;2;0;GO;RS;GO
22;03/09/2006;16h00;Domingo;Grêmio;Paraná;Grêmio;Olímpico Monumental;2;1;RS;PR;RS
22;03/09/2006;16h00;Domingo;Santos;Palmeiras;Santos;Vila Belmiro;5;1;SP;SP;SP
22;03/09/2006;18h10;Domingo;Santa Cruz;São Paulo;São Paulo;Arruda;1;3;PE;SP;SP
23;09/09/2006;18h10;Sábado;Vasco;Grêmio;-;São Januário;1;1;RJ;RS;-
23;09/09/2006;18h10;Sábado;Palmeiras;São Caetano;Palmeiras;Parque Antártica;3;1;SP;SP;SP
23;09/09/2006;16h00;Sábado;Ponte Preta;Santa Cruz;Ponte Preta;Moisés Lucarelli;2;0;SP;PE;SP
23;10/09/2006;16h00;Domingo;São Paulo;Corinthians;-;Morumbi;0;0;SP;SP;-
23;10/09/2006;16h00;Domingo;Figueirense;Goiás;-;Orlando Scarpelli;2;2;SC;GO;-
23;10/09/2006;18h10;Domingo;Fortaleza;Santos;-;Castelão;1;1;CE;SP;-
23;10/09/2006;18h10;Domingo;Botafogo-RJ;Flamengo;Flamengo;Maracanã;0;2;RJ;RJ;RJ
23;10/09/2006;18h10;Domingo;Internacional;Athlético-PR;Internacional;Beira Rio;2;0;RS;PR;RS
23;10/09/2006;16h00;Domingo;Juventude;Cruzeiro;Juventude;Alfredo Jaconi;2;0;RS;MG;RS
23;10/09/2006;16h00;Domingo;Paraná;Fluminense;Paraná;Pinheirão;1;0;PR;RJ;PR
24;16/09/2006;18h10;Sábado;Vasco;Goiás;-;São Januário;0;0;RJ;GO;-
24;16/09/2006;16h00;Sábado;Athlético-PR;Santa Cruz;Athlético-PR;Kyocera Arena;2;1;PR;PE;PR
24;16/09/2006;18h10;Sábado;Corinthians;Paraná;Corinthians;Pacaembu;1;0;SP;PR;SP
24;17/09/2006;16h00;Domingo;Cruzeiro;Palmeiras;Cruzeiro;Mineirão;1;0;MG;SP;MG
24;17/09/2006;18h10;Domingo;Fortaleza;Flamengo;Flamengo;Castelão;3;4;CE;RJ;RJ
24;17/09/2006;18h10;Domingo;Fluminense;Figueirense;Fluminense;Maracanã;2;0;RJ;SC;RJ
24;17/09/2006;16h00;Domingo;Grêmio;Botafogo-RJ;Grêmio;Olímpico Monumental;4;0;RS;RJ;RS
24;17/09/2006;16h00;Domingo;Juventude;São Caetano;Juventude;Alfredo Jaconi;1;0;RS;SP;RS
24;17/09/2006;18h10;Domingo;Ponte Preta;Santos;Ponte Preta;Moisés Lucarelli;1;0;SP;SP;SP
24;17/09/2006;16h00;Domingo;São Paulo;Internacional;São Paulo;Morumbi;2;0;SP;RS;SP
25;20/09/2006;20h30;Quarta-feira;Goiás;Athlético-PR;-;Serra Dourada;2;2;GO;PR;-
25;20/09/2006;22h00;Quarta-feira;Santos;Fluminense;-;Vila Belmiro;1;1;SP;RJ;-
25;20/09/2006;22h00;Quarta-feira;Corinthians;Vasco;-;Pacaembu;1;1;SP;RJ;-
25;20/09/2006;19h30;Quarta-feira;Botafogo-RJ;Juventude;Botafogo-RJ;Maracanã;2;1;RJ;RS;RJ
25;20/09/2006;19h30;Quarta-feira;Figueirense;Internacional;Figueirense;Orlando Scarpelli;1;0;SC;RS;SC
25;20/09/2006;16h00;Quarta-feira;Grêmio;Ponte Preta;Grêmio;Olímpico Monumental;4;0;RS;SP;RS
25;20/09/2006;19h30;Quarta-feira;Paraná;Fortaleza;Paraná;Durival de Brito;2;0;PR;CE;PR
25;20/09/2006;22h00;Quarta-feira;São Caetano;São Paulo;São Paulo;Anacleto Campanella;0;1;SP;SP;SP
25;21/09/2006;20h30;Quinta-feira;Flamengo;Cruzeiro;Flamengo;Maracanã;1;0;RJ;MG;RJ
25;21/09/2006;20h30;Quinta-feira;Santa Cruz;Palmeiras;Santa Cruz;Arruda;3;2;PE;SP;PE
26;23/09/2006;16h00;Sábado;Athlético-PR;São Caetano;Athlético-PR;Kyocera Arena;3;1;PR;SP;PR
26;23/09/2006;16h00;Sábado;Fluminense;Fortaleza;Fortaleza;Maracanã;1;3;RJ;CE;CE
26;24/09/2006;18h10;Domingo;Vasco;Botafogo-RJ;-;Maracanã;0;0;RJ;RJ;-
26;24/09/2006;16h00;Domingo;Internacional;Corinthians;-;Beira Rio;1;1;RS;SP;-
26;24/09/2006;18h10;Domingo;Ponte Preta;Cruzeiro;Cruzeiro;Moisés Lucarelli;0;1;SP;MG;MG
26;24/09/2006;18h10;Domingo;Goiás;Grêmio;Goiás;Serra Dourada;4;0;GO;RS;GO
26;24/09/2006;16h00;Domingo;Palmeiras;São Paulo;Palmeiras;Prudentão;3;1;SP;SP;SP
26;24/09/2006;16h00;Domingo;Figueirense;Paraná;Paraná;Orlando Scarpelli;0;1;SC;PR;PR
26;24/09/2006;16h00;Domingo;Santa Cruz;Juventude;Santa Cruz;Arruda;1;0;PE;RS;PE
26;24/09/2006;16h00;Domingo;Santos;Flamengo;Santos;Vila Belmiro;3;0;SP;RJ;SP
17;30/09/2006;16h00;Sábado;Athlético-PR;São Paulo;-;Kyocera Arena;0;0;PR;SP;-
17;30/09/2006;16h00;Sábado;Internacional;Paraná;Internacional;Beira Rio;3;2;RS;PR;RS
27;04/10/2006;19h30;Quarta-feira;Fortaleza;Figueirense;-;Presidente Vargas;1;1;CE;SC;-
27;04/10/2006;20h30;Quarta-feira;Flamengo;Fluminense;Flamengo;Maracanã;4;1;RJ;RJ;RJ
27;04/10/2006;22h00;Quarta-feira;São Caetano;Goiás;Goiás;Anacleto Campanella;1;2;SP;GO;GO
27;04/10/2006;22h00;Quarta-feira;Grêmio;Palmeiras;Grêmio;Olímpico Monumental;2;1;RS;SP;RS
27;04/10/2006;19h30;Quarta-feira;Juventude;Athlético-PR;Juventude;Alfredo Jaconi;3;2;RS;PR;RS
27;04/10/2006;19h30;Quarta-feira;Paraná;Ponte Preta;Paraná;Durival de Brito;2;1;PR;SP;PR
27;04/10/2006;22h00;Quarta-feira;São Paulo;Vasco;São Paulo;Morumbi;5;1;SP;RJ;SP
27;05/10/2006;20h30;Quinta-feira;Botafogo-RJ;Santa Cruz;Botafogo-RJ;Maracanã;3;0;RJ;PE;RJ
27;05/10/2006;20h30;Quinta-feira;Cruzeiro;Internacional;Cruzeiro;Mineirão;2;1;MG;RS;MG
27;05/10/2006;20h30;Quinta-feira;Corinthians;Santos;Santos;Pacaembu;0;3;SP;SP;SP
28;07/10/2006;16h00;Sábado;Ponte Preta;Juventude;Ponte Preta;Moisés Lucarelli;3;1;SP;RS;SP
28;07/10/2006;18h10;Sábado;Fluminense;São Paulo;São Paulo;Maracanã;1;2;RJ;SP;SP
28;07/10/2006;18h10;Sábado;Vasco;Fortaleza;Vasco;São Januário;2;0;RJ;CE;RJ
28;08/10/2006;16h00;Domingo;Athlético-PR;Cruzeiro;-;Kyocera Arena;1;1;PR;MG;-
28;08/10/2006;18h10;Domingo;Figueirense;Botafogo-RJ;Figueirense;Orlando Scarpelli;1;0;SC;RJ;SC
28;08/10/2006;18h10;Domingo;Goiás;Corinthians;Goiás;Serra Dourada;3;1;GO;SP;GO
28;08/10/2006;16h00;Domingo;Internacional;São Caetano;Internacional;Beira Rio;1;0;RS;SP;RS
28;08/10/2006;16h00;Domingo;Palmeiras;Flamengo;Palmeiras;Parque Antártica;3;1;SP;RJ;SP
28;08/10/2006;16h00;Domingo;Santa Cruz;Paraná;Paraná;Arruda;1;3;PE;PR;PR
28;08/10/2006;18h10;Domingo;Santos;Grêmio;Santos;Vila Belmiro;1;0;SP;RS;SP
29;14/10/2006;18h10;Sábado;Cruzeiro;Fortaleza;-;Independência;0;0;MG;CE;-
29;14/10/2006;18h10;Sábado;Botafogo-RJ;Santos;Botafogo-RJ;Maracanã;4;3;RJ;SP;RJ
29;14/10/2006;18h10;Sábado;São Caetano;Grêmio;Grêmio;Anacleto Campanella;0;2;SP;RS;RS
29;14/10/2006;18h10;Sábado;São Paulo;Juventude;São Paulo;Morumbi;5;0;SP;RS;SP
29;15/10/2006;18h10;Domingo;Palmeiras;Athlético-PR;-;Parque Antártica;2;2;SP;PR;-
29;15/10/2006;16h00;Domingo;Figueirense;Ponte Preta;Figueirense;Orlando Scarpelli;2;1;SC;SP;SC
29;15/10/2006;16h00;Domingo;Flamengo;Corinthians;Flamengo;Maracanã;3;0;RJ;SP;RJ
29;15/10/2006;16h00;Domingo;Internacional;Fluminense;Internacional;Beira Rio;2;0;RS;RJ;RS
29;15/10/2006;16h00;Domingo;Paraná;Goiás;Paraná;Durival de Brito;1;0;PR;GO;PR
29;15/10/2006;18h10;Domingo;Santa Cruz;Vasco;Vasco;Arruda;0;4;PE;RJ;RJ
30;18/10/2006;22h00;Quarta-feira;Vasco;Palmeiras;Vasco;São Januário;3;0;RJ;SP;RJ
30;21/10/2006;16h00;Sábado;Goiás;Santa Cruz;Goiás;Serra Dourada;5;3;GO;PE;GO
30;21/10/2006;18h10;Sábado;Ponte Preta;Internacional;Internacional;Moisés Lucarelli;0;2;SP;RS;RS
30;21/10/2006;18h10;Sábado;Santos;Figueirense;Santos;Vila Belmiro;2;1;SP;SC;SP
30;22/10/2006;18h10;Domingo;Juventude;Fluminense;-;Alfredo Jaconi;1;1;RS;RJ;-
30;22/10/2006;16h00;Domingo;Grêmio;São Paulo;-;Olímpico Monumental;1;1;RS;SP;-
30;22/10/2006;16h00;Domingo;Fortaleza;Athlético-PR;Athlético-PR;Presidente Vargas;3;4;CE;PR;PR
30;22/10/2006;18h10;Domingo;Botafogo-RJ;São Caetano;Botafogo-RJ;Maracanã;2;1;RJ;SP;RJ
30;22/10/2006;18h10;Domingo;Corinthians;Cruzeiro;Corinthians;Pacaembu;1;0;SP;MG;SP
30;22/10/2006;16h00;Domingo;Paraná;Flamengo;Flamengo;Durival de Brito;0;2;PR;RJ;RJ
31;25/10/2006;22h00;Quarta-feira;Corinthians;Palmeiras;Corinthians;Morumbi;1;0;SP;SP;SP
31;26/10/2006;20h30;Quinta-feira;Santa Cruz;Fortaleza;Fortaleza;Arruda;0;1;PE;CE;CE
31;26/10/2006;20h30;Quinta-feira;Fluminense;Grêmio;Grêmio;Raulino de Oliveira;1;2;RJ;RS;RS
31;26/10/2006;20h30;Quinta-feira;Internacional;Juventude;Internacional;Beira Rio;1;0;RS;RS;RS
